seller_id,registration_date,business_category,identity_consistency_score,email_domain_age_days,device_id,ip_hash,is_fraud,fraud_type
S002728,2025-08-01,Electronics,0.814,271,D007311,IP009967,False,none
S002729,2025-06-18,Electronics,0.684,477,D003213,IP003860,False,none
S002730,2025-12-17,Sports,0.848,136,D002295,IP004667,False,none
S002731,2025-07-10,Toys,0.94,1543,D000057,IP002593,False,none
S002732,2025-12-06,Beauty,0.856,2509,D008406,IP000859,False,none
S002733,2025-03-20,Electronics,0.959,2705,D003955,IP004087,False,none
S002734,2025-06-13,Jewelry,0.908,1723,D003482,IP003661,False,none
S002735,2025-02-20,Toys,0.844,163,D003717,IP004480,False,none
S002736,2025-07-29,Toys,0.787,1878,D005986,IP004899,False,none
S002737,2025-03-10,Toys,0.801,1914,D004818,IP006306,False,none
S002738,2025-06-29,Toys,0.703,1791,D005441,IP000734,False,none
S002739,2025-05-06,Books,0.823,2164,D002778,IP003625,False,none
S002740,2025-03-09,Grocery,0.865,1672,D002964,IP008642,False,none
S002741,2025-02-05,Sports,1.0,2112,D008627,IP009518,False,none
S002742,2025-07-06,Fashion,0.903,1459,D004390,IP005387,False,none
S002743,2025-12-12,Jewelry,0.764,451,D009729,IP003661,False,none
S002744,2025-03-14,Home & Kitchen,0.706,240,D008459,IP004161,False,none
S002745,2025-05-28,Electronics,0.829,2721,D007117,IP007821,False,none
S002746,2025-03-23,Electronics,0.931,1323,D005483,IP003971,False,none
S002747,2025-10-23,Grocery,0.828,967,D008374,IP009449,False,none
S002748,2025-06-01,Beauty,0.904,880,D000555,IP000283,False,none
S002749,2025-12-22,Electronics,0.832,156,D004990,IP006059,False,none
S002750,2025-03-31,Jewelry,0.922,2835,D007130,IP005188,False,none
S002751,2025-01-30,Beauty,0.69,250,D001081,IP004516,False,none
S002752,2025-08-01,Automotive Parts,1.0,657,D001824,IP004755,False,none
S002753,2025-08-26,Jewelry,0.739,1373,D000652,IP001588,False,none
S002754,2025-12-28,Electronics,0.929,1074,D004860,IP003458,False,none
S002755,2025-11-15,Books,0.823,120,D005414,IP003534,False,none
S002756,2025-11-19,Books,0.838,988,D004685,IP006586,False,none
S002757,2025-08-20,Fashion,0.826,2338,D000549,IP005982,False,none
S002758,2025-05-12,Beauty,0.876,752,D004864,IP004110,False,none
S002759,2025-06-06,Toys,0.896,2597,D008880,IP005172,False,none
S002760,2025-02-18,Fashion,0.956,1081,D000310,IP005717,False,none
S002761,2025-06-07,Grocery,0.991,41,D007759,IP000471,False,none
S002762,2025-05-14,Home & Kitchen,0.883,327,D002723,IP008850,False,none
S002763,2025-01-14,Automotive Parts,1.0,2430,D000747,IP008924,False,none
S002764,2025-03-16,Jewelry,0.859,1217,D000507,IP003638,False,none
S002765,2025-07-15,Books,0.958,2943,D000127,IP007610,False,none
S002766,2025-05-15,Fashion,0.893,2366,D004149,IP003979,False,none
S002767,2025-12-29,Electronics,0.795,92,D004979,IP000676,False,none
S002768,2025-06-24,Fashion,0.868,938,D006213,IP008659,False,none
S002769,2025-12-16,Toys,0.9,2175,D000811,IP002676,False,none
S002770,2025-08-30,Grocery,0.847,190,D006540,IP003580,True,stolen_goods
S002771,2025-01-15,Fashion,0.891,2997,D007397,IP005757,False,none
S002772,2025-03-16,Grocery,0.937,499,D000645,IP004393,False,none
S002773,2025-09-15,Electronics,0.848,2391,D006751,IP002658,False,none
S002774,2025-07-18,Home & Kitchen,0.556,2521,D001188,IP008008,False,none
S002775,2025-04-21,Sports,1.0,1516,D004393,IP003560,False,none
S002776,2025-07-10,Jewelry,0.82,2410,D006615,IP005918,False,none
S002777,2025-11-26,Grocery,0.768,2654,D008709,IP006654,False,none
S002778,2025-05-22,Sports,0.738,2203,D005311,IP009338,False,none
S002779,2025-01-17,Electronics,0.816,2124,D004354,IP004789,False,none
S002780,2025-04-24,Home & Kitchen,0.794,1166,D008334,IP004706,True,stolen_goods
S002781,2025-12-08,Grocery,0.776,878,D002161,IP009131,False,none
S002782,2025-10-06,Electronics,0.782,2603,D002051,IP004790,True,account_takeover
S002783,2025-11-02,Grocery,0.903,673,D004663,IP002978,False,none
S002784,2025-11-29,Grocery,1.0,1244,D001203,IP000429,False,none
S002785,2025-02-12,Grocery,0.932,1538,D000222,IP003248,False,none
S002786,2025-04-14,Home & Kitchen,0.962,1172,D003620,IP001973,False,none
S002787,2025-01-22,Home & Kitchen,0.812,1119,D001525,IP003048,False,none
S002788,2025-01-02,Fashion,0.86,1797,D006370,IP005399,False,none
S002789,2025-11-01,Beauty,0.893,989,D005485,IP005248,False,none
S002790,2025-12-08,Sports,0.784,2966,D004859,IP001871,False,none
S002791,2025-02-26,Fashion,0.807,534,D004963,IP004640,False,none
S002792,2025-09-21,Sports,0.935,1167,D000985,IP004535,False,none
S002793,2025-07-15,Home & Kitchen,0.959,2536,D004025,IP000428,False,none
S002794,2025-01-26,Sports,0.857,1427,D000712,IP002833,False,none
S002795,2025-12-01,Beauty,0.73,2115,D003549,IP007227,False,none
S002796,2025-11-15,Automotive Parts,0.465,1941,D006776,IP000208,True,collusion
S002797,2025-07-27,Beauty,0.706,994,D009864,IP003009,False,none
S002798,2025-09-16,Jewelry,0.858,2232,D002969,IP004751,False,none
S002799,2025-05-25,Fashion,0.876,713,D002641,IP001665,False,none
S002800,2025-10-17,Electronics,0.823,2249,D006694,IP006462,False,none
S002801,2025-06-12,Fashion,0.874,385,D009179,IP007157,False,none
S002802,2025-12-28,Toys,0.892,2082,D002949,IP003382,False,none
S002803,2025-01-24,Automotive Parts,0.876,338,D008381,IP002302,False,none
S002804,2025-03-04,Fashion,0.73,2606,D003147,IP007765,False,none
S002805,2025-12-20,Grocery,0.825,1876,D006393,IP002150,False,none
S002806,2025-04-16,Books,0.492,6,D002098,IP001460,True,synthetic_identity
S002807,2025-04-24,Beauty,1.0,327,D002620,IP000330,False,none
S002808,2025-10-16,Beauty,0.823,563,D009837,IP000912,False,none
S002809,2025-03-11,Automotive Parts,0.905,2880,D003890,IP008716,False,none
S002810,2025-07-07,Grocery,0.938,1768,D000160,IP009348,False,none
S002811,2025-04-15,Home & Kitchen,0.83,838,D007721,IP005458,False,none
S002812,2025-03-14,Automotive Parts,0.965,831,D001272,IP009216,False,none
S002813,2025-12-18,Toys,0.97,78,D001106,IP007068,False,none
S002814,2025-03-14,Electronics,0.988,610,D008362,IP004065,False,none
S002815,2025-02-04,Jewelry,0.896,2566,D003485,IP007132,False,none
S002816,2025-09-03,Jewelry,1.0,1796,D001381,IP004199,False,none
S002817,2025-11-13,Toys,0.788,1103,D009757,IP009619,False,none
S002818,2025-02-16,Grocery,1.0,64,D002806,IP008510,False,none
S002819,2025-09-16,Home & Kitchen,0.927,1029,D006329,IP008447,False,none
S002820,2025-07-17,Jewelry,0.984,1149,D002627,IP005305,False,none
S002821,2025-10-30,Beauty,0.818,356,D005811,IP005182,False,none
S002822,2025-02-16,Home & Kitchen,0.934,1822,D006969,IP001171,False,none
S002823,2025-12-23,Sports,0.993,1981,D007577,IP006527,False,none
S002824,2025-08-14,Home & Kitchen,0.741,2994,D004112,IP001148,False,none
S002825,2025-11-04,Books,0.834,1077,D006159,IP005404,False,none
S002826,2025-05-13,Grocery,0.636,828,D008405,IP001311,False,none
S002827,2025-12-11,Toys,0.832,2469,D008403,IP004759,True,bust_out
S002828,2025-08-17,Grocery,0.768,1051,D007474,IP007807,False,none
S002829,2025-02-16,Toys,0.828,1892,D003996,IP003083,False,none
S002830,2025-12-03,Automotive Parts,1.0,2212,D005311,IP006018,False,none
S002831,2025-10-18,Home & Kitchen,1.0,2639,D009676,IP002599,False,none
S002832,2025-04-20,Grocery,0.706,956,D002490,IP002997,False,none
S002833,2025-07-19,Sports,0.906,1868,D006925,IP001828,False,none
S002834,2025-05-22,Automotive Parts,0.93,394,D007924,IP001620,False,none
S002835,2025-07-18,Home & Kitchen,0.816,2338,D004808,IP003720,False,none
S002836,2025-12-19,Fashion,0.868,136,D008659,IP001234,False,none
S002837,2025-11-25,Jewelry,0.878,2089,D004282,IP008915,False,none
S002838,2025-03-20,Automotive Parts,0.715,627,D008362,IP007413,False,none
S002839,2025-12-21,Grocery,0.747,1388,D006443,IP002216,False,none
S002840,2025-06-09,Toys,0.867,229,D000517,IP008858,False,none
S002841,2025-09-15,Toys,0.86,2066,D008233,IP003653,False,none
S002842,2025-10-06,Books,0.779,1446,D006979,IP005310,False,none
S002843,2025-06-26,Grocery,0.771,1991,D002223,IP006989,False,none
S002844,2025-06-16,Home & Kitchen,0.841,1043,D007039,IP007727,False,none
S002845,2025-06-16,Electronics,0.939,21,D005115,IP000077,False,none
S002846,2025-11-11,Electronics,0.842,1743,D009430,IP002831,False,none
S002847,2025-05-22,Beauty,1.0,2096,D003046,IP003365,False,none
S002848,2025-04-13,Books,0.78,1994,D002634,IP005856,False,none
S002849,2025-05-12,Toys,0.869,787,D000584,IP008724,False,none
S002850,2025-03-13,Books,0.815,2149,D007863,IP004380,False,none
S002851,2025-05-23,Toys,0.909,1625,D009851,IP004634,False,none
S002852,2025-02-11,Home & Kitchen,0.772,631,D006890,IP000876,False,none
S002853,2025-02-02,Grocery,1.0,334,D003693,IP005260,False,none
S002854,2025-09-22,Grocery,0.681,976,D008787,IP004873,False,none
S002855,2025-01-29,Automotive Parts,1.0,70,D002533,IP006366,True,bust_out
S002856,2025-07-27,Jewelry,0.859,2148,D006933,IP008467,False,none
S002857,2025-10-12,Beauty,0.905,46,D005969,IP005671,False,none
S002858,2025-09-22,Grocery,0.983,146,D008524,IP000517,False,none
S002859,2025-06-12,Beauty,0.936,475,D009717,IP008172,False,none
S002860,2025-03-12,Jewelry,0.777,978,D003595,IP004771,False,none
S002861,2025-12-06,Books,0.91,60,D000953,IP004865,False,none
S002862,2025-11-01,Jewelry,1.0,1889,D001576,IP008732,False,none
S002863,2025-08-12,Home & Kitchen,0.761,398,D007393,IP005898,False,none
S002864,2025-02-01,Electronics,1.0,2409,D003633,IP007900,False,none
S002865,2025-01-13,Fashion,0.889,1677,D001398,IP008801,True,stolen_goods
S002866,2025-04-26,Sports,0.807,250,D008150,IP004934,False,none
S002867,2025-02-27,Automotive Parts,0.761,1201,D006488,IP009824,False,none
S002868,2025-11-11,Books,0.828,421,D001316,IP001713,False,none
S002869,2025-03-17,Jewelry,0.654,2942,D007132,IP008712,False,none
S002870,2025-04-14,Toys,0.808,1777,D006379,IP008485,False,none
S002871,2025-12-23,Automotive Parts,0.491,3,D009847,IP000997,True,synthetic_identity
S002872,2025-10-26,Automotive Parts,0.743,1123,D009875,IP001531,False,none
S002873,2025-03-21,Home & Kitchen,0.925,441,D009753,IP000369,False,none
S002874,2025-05-20,Jewelry,0.828,705,D008950,IP002768,False,none
S002875,2025-07-08,Electronics,0.786,1250,D007932,IP009914,False,none
S002876,2025-08-31,Sports,0.817,2311,D006711,IP001242,False,none
S002877,2025-12-08,Toys,0.886,1293,D005447,IP000337,False,none
S002878,2025-11-14,Beauty,0.857,2785,D007926,IP004590,False,none
S002879,2025-12-23,Automotive Parts,0.78,1086,D009658,IP003534,False,none
S002880,2025-01-15,Books,0.863,700,D001164,IP006291,False,none
S002881,2025-03-28,Fashion,0.845,1487,D001364,IP006065,False,none
S002882,2025-07-25,Fashion,0.736,334,D004988,IP008271,False,none
S002883,2025-01-18,Fashion,0.821,2009,D002936,IP004149,False,none
S002884,2025-05-10,Beauty,0.908,303,D005319,IP004613,False,none
S002885,2025-02-26,Electronics,0.907,1923,D003112,IP000226,False,none
S002886,2025-12-07,Home & Kitchen,0.827,1148,D007826,IP009707,False,none
S002887,2025-01-24,Grocery,0.918,1071,D008983,IP002132,False,none
S002888,2025-02-24,Jewelry,0.752,1832,D002825,IP005958,False,none
S002889,2025-03-13,Grocery,0.755,2115,D007724,IP008806,True,bust_out
S002890,2025-02-24,Toys,0.825,2786,D001064,IP006044,False,none
S002891,2025-07-27,Books,1.0,869,D007967,IP006253,False,none
S002892,2025-05-13,Automotive Parts,0.866,2435,D006981,IP001752,True,triangulation
S002893,2025-11-30,Electronics,0.822,2506,D007104,IP007090,False,none
S002894,2025-04-06,Automotive Parts,1.0,2987,D004925,IP001901,False,none
S002895,2025-07-16,Grocery,0.821,2893,D001069,IP006917,False,none
S002896,2025-08-29,Beauty,1.0,2371,D008422,IP005766,False,none
S002897,2025-08-17,Toys,0.799,884,D001097,IP004895,False,none
S002898,2025-10-18,Toys,0.749,2084,D004814,IP007208,False,none
S002899,2025-03-15,Fashion,0.833,2354,D001743,IP007197,False,none
S002900,2025-07-05,Home & Kitchen,0.825,875,D008462,IP002047,False,none
S002901,2025-10-20,Home & Kitchen,0.769,2440,D005742,IP003755,False,none
S002902,2025-11-12,Electronics,1.0,2106,D005078,IP004840,False,none
S002903,2025-08-14,Sports,0.882,1472,D003173,IP001517,False,none
S002904,2025-08-26,Toys,0.896,2585,D007826,IP003562,False,none
S002905,2025-11-12,Beauty,0.804,264,D002100,IP000414,False,none
S002906,2025-08-17,Fashion,0.792,2051,D007207,IP004387,False,none
S002907,2025-12-13,Automotive Parts,0.953,2358,D009692,IP002057,False,none
S002908,2025-02-16,Books,0.682,122,D002660,IP002221,False,none
S002909,2025-05-07,Toys,0.736,1223,D006860,IP008183,False,none
S002910,2025-02-10,Grocery,0.825,1551,D003093,IP001407,False,none
S002911,2025-02-03,Beauty,0.985,625,D009297,IP001207,False,none
S002912,2025-06-22,Home & Kitchen,0.813,2638,D008991,IP003205,False,none
S002913,2025-03-24,Books,0.892,1880,D003137,IP000234,False,none
S002914,2025-05-29,Grocery,0.853,825,D002310,IP008689,False,none
S002915,2025-06-09,Books,0.98,1311,D000825,IP009869,False,none
S002916,2025-08-15,Sports,0.692,336,D006975,IP008052,False,none
S002917,2025-12-12,Electronics,0.924,263,D009196,IP007993,True,stolen_goods
S002918,2025-11-07,Books,0.83,2239,D001451,IP001016,False,none
S002919,2025-05-19,Books,0.942,2951,D008161,IP005545,False,none
S002920,2025-04-29,Toys,0.768,831,D007551,IP000878,False,none
S002921,2025-10-09,Home & Kitchen,0.852,734,D004719,IP003008,False,none
S002922,2025-02-15,Automotive Parts,0.84,2052,D002232,IP004929,False,none
S002923,2025-07-17,Beauty,0.75,1533,D006529,IP006815,False,none
S002924,2025-06-04,Home & Kitchen,0.722,419,D005940,IP002773,True,bust_out
S002925,2025-03-08,Grocery,0.792,2002,D008115,IP002561,False,none
S002926,2025-08-14,Toys,0.863,630,D005642,IP008234,True,stolen_goods
S002927,2025-04-28,Sports,0.774,346,D000488,IP002242,False,none
S002928,2025-03-09,Books,0.817,1393,D002035,IP004861,True,bust_out
S002929,2025-08-27,Beauty,0.661,2218,D003806,IP002868,False,none
S002930,2025-03-05,Fashion,0.813,1563,D004914,IP008527,False,none
S002931,2025-09-03,Fashion,0.952,1945,D003499,IP005348,False,none
S002932,2025-03-01,Automotive Parts,0.921,714,D008792,IP001081,False,none
S002933,2025-06-08,Sports,0.841,1481,D002811,IP001479,False,none
S002934,2025-10-22,Toys,0.874,2139,D006805,IP009700,False,none
S002935,2025-03-25,Beauty,0.767,1585,D003614,IP009403,False,none
S002936,2025-10-08,Grocery,1.0,719,D009926,IP007671,False,none
S002937,2025-09-21,Automotive Parts,1.0,2864,D009161,IP000775,False,none
S002938,2025-11-26,Grocery,0.866,202,D007845,IP007318,True,bust_out
S002939,2025-03-03,Sports,1.0,2732,D007648,IP006607,False,none
S002940,2025-09-19,Toys,0.782,2173,D006434,IP009402,False,none
S002941,2025-12-08,Jewelry,0.725,336,D005872,IP004863,False,none
S002942,2025-10-06,Jewelry,0.779,766,D005632,IP004703,False,none
S002943,2025-03-10,Beauty,0.828,1106,D000269,IP006326,False,none
S002944,2025-10-28,Automotive Parts,1.0,2872,D009374,IP001488,True,stolen_goods
S002945,2025-02-09,Jewelry,0.822,1550,D009816,IP007454,False,none
S002946,2025-08-03,Jewelry,0.764,775,D005270,IP004969,False,none
S002947,2025-07-01,Electronics,0.76,2760,D008705,IP001879,False,none
S002948,2025-07-13,Fashion,0.964,354,D004026,IP008152,False,none
S002949,2025-07-09,Home & Kitchen,0.95,2449,D001122,IP002644,False,none
S002950,2025-01-12,Grocery,0.801,2492,D008344,IP008595,False,none
S002951,2025-07-05,Electronics,0.662,1160,D005094,IP002727,False,none
S002952,2025-12-08,Electronics,0.737,130,D009402,IP004885,False,none
S002953,2025-06-09,Electronics,1.0,2658,D002132,IP004367,False,none
S002954,2025-04-12,Fashion,0.919,2902,D004789,IP007323,True,bust_out
S002955,2025-12-30,Automotive Parts,0.857,1135,D006674,IP001862,False,none
S002956,2025-02-06,Grocery,1.0,558,D001372,IP002469,False,none
S002957,2025-06-27,Grocery,1.0,814,D009966,IP001924,False,none
S002958,2025-07-07,Home & Kitchen,0.846,410,D006083,IP002305,False,none
S002959,2025-06-24,Books,0.848,1830,D001718,IP004528,False,none
S002960,2025-12-03,Grocery,0.792,1556,D007408,IP005862,False,none
S002961,2025-06-03,Sports,0.822,1068,D008784,IP008636,False,none
S002962,2025-12-22,Jewelry,0.701,1952,D003736,IP004217,False,none
S002963,2025-01-25,Sports,0.701,1867,D006099,IP004099,False,none
S002964,2025-09-25,Beauty,0.678,34,D007478,IP001610,False,none
S002965,2025-08-05,Books,0.958,1229,D001455,IP000989,False,none
S002966,2025-03-29,Automotive Parts,0.694,2590,D005310,IP007613,False,none
S002967,2025-03-25,Jewelry,1.0,2387,D005591,IP006328,False,none
S002968,2025-09-20,Toys,0.777,2564,D003013,IP005321,False,none
S002969,2025-08-21,Sports,1.0,2862,D002996,IP004440,False,none
S002970,2025-08-12,Automotive Parts,0.813,185,D006295,IP005203,False,none
S002971,2025-01-19,Grocery,0.693,811,D007516,IP008456,False,none
S002972,2025-08-07,Sports,0.978,1378,D003889,IP001893,True,bust_out
S002973,2025-12-25,Home & Kitchen,0.99,1530,D001465,IP004987,False,none
S002974,2025-01-07,Automotive Parts,0.759,2358,D007868,IP002411,False,none
S002975,2025-06-21,Automotive Parts,0.817,2173,D001736,IP001049,False,none
S002976,2025-06-30,Electronics,0.759,2118,D000030,IP006927,False,none
S002977,2025-11-24,Electronics,0.838,476,D003223,IP007048,False,none
S002978,2025-04-14,Fashion,0.861,2033,D008181,IP008519,False,none
S002979,2025-06-23,Beauty,0.272,13,D007567,IP000214,True,synthetic_identity
S002980,2025-09-19,Fashion,0.668,2256,D003065,IP001772,False,none
S002981,2025-01-23,Jewelry,0.792,1749,D005193,IP005745,False,none
S002982,2025-10-20,Automotive Parts,0.92,265,D009596,IP008123,False,none
S002983,2025-10-28,Fashion,0.829,450,D007188,IP009400,False,none
S002984,2025-09-20,Jewelry,0.817,2229,D007591,IP007880,False,none
S002985,2025-08-25,Fashion,0.757,2604,D000875,IP009049,False,none
S002986,2025-09-30,Grocery,0.789,2476,D002410,IP008149,False,none
S002987,2025-10-13,Beauty,0.991,1280,D001040,IP003157,False,none
S002988,2025-11-26,Electronics,0.736,1762,D009787,IP005817,False,none
S002989,2025-06-06,Toys,0.922,530,D003422,IP006353,False,none
S002990,2025-06-16,Jewelry,0.855,1775,D004995,IP003518,False,none
S002991,2025-08-21,Automotive Parts,0.874,586,D005515,IP008855,False,none
S002992,2025-03-12,Fashion,0.777,2385,D005229,IP007710,False,none
S002993,2025-11-09,Jewelry,0.815,2356,D000520,IP005168,False,none
S002994,2025-10-09,Home & Kitchen,0.849,154,D009095,IP004799,False,none
S002995,2025-08-19,Toys,0.798,2807,D003803,IP007926,False,none
S002996,2025-04-21,Fashion,0.883,2388,D009184,IP002218,True,stolen_goods
S002997,2025-05-07,Automotive Parts,0.896,1135,D007650,IP002185,False,none
S002998,2025-06-08,Grocery,1.0,1354,D006968,IP004023,False,none
S002999,2025-08-30,Books,0.878,237,D007028,IP001275,False,none
S003000,2025-10-11,Grocery,0.659,2809,D009784,IP004577,False,none
S003001,2025-09-03,Jewelry,0.966,303,D003033,IP004324,False,none
S003002,2025-12-06,Fashion,0.83,2767,D003288,IP005053,False,none
S003003,2025-12-17,Home & Kitchen,1.0,1963,D006706,IP004615,False,none
S003004,2025-09-15,Electronics,0.997,2756,D002323,IP008975,False,none
S003005,2025-05-16,Toys,0.799,1112,D008039,IP002745,False,none
S003006,2025-08-07,Toys,0.922,2687,D000292,IP004111,False,none
S003007,2025-06-05,Electronics,0.791,1278,D008972,IP007382,False,none
S003008,2025-08-18,Books,0.85,1050,D003463,IP002848,False,none
S003009,2025-10-24,Electronics,0.918,1011,D000045,IP006565,False,none
S003010,2025-05-15,Grocery,0.961,2855,D006026,IP009623,False,none
S003011,2025-07-04,Grocery,0.94,1397,D002754,IP003753,False,none
S003012,2025-01-17,Jewelry,0.857,1436,D003053,IP002419,False,none
S003013,2025-09-26,Fashion,1.0,1931,D004814,IP001901,False,none
S003014,2025-06-28,Jewelry,0.813,1667,D005796,IP000111,False,none
